Getfkedbxtch,64,"WorldPoint(x=3141, y=3638, plane=0)",559
LOC TONY,91,"WorldPoint(x=3150, y=3637, plane=0)",559
DOOMsTERNAL,97,"WorldPoint(x=3143, y=3637, plane=0)",559
xilence,123,"WorldPoint(x=3144, y=3630, plane=0)",559
Madlypown549,23,"WorldPoint(x=3135, y=3624, plane=0)",559
UnoVonJude,72,"WorldPoint(x=3145, y=3622, plane=0)",559
InsydeJob,80,"WorldPoint(x=3142, y=3638, plane=0)",559
DOOMsTERNAL,97,"WorldPoint(x=3143, y=3637, plane=0)",559
Rzeno,66,"WorldPoint(x=3140, y=3635, plane=0)",559
SICARIO H 1,110,"WorldPoint(x=3140, y=3637, plane=0)",559
AusyZinkZiol,126,"WorldPoint(x=3128, y=3628, plane=0)",302
KASH PATEL,100,"WorldPoint(x=3129, y=3628, plane=0)",302
Trev0rs dad,61,"WorldPoint(x=3128, y=3627, plane=0)",302
KAALEENKOSTO,106,"WorldPoint(x=3130, y=3631, plane=0)",302
Makarov xD,126,"WorldPoint(x=3136, y=3629, plane=0)",302
Cry To Me,123,"WorldPoint(x=3128, y=3627, plane=0)",302
The Girl,78,"WorldPoint(x=3134, y=3627, plane=0)",302
The Girl,78,"WorldPoint(x=3134, y=3627, plane=0)",302
owww yes,108,"WorldPoint(x=3135, y=3626, plane=0)",302
owww yes,108,"WorldPoint(x=3135, y=3626, plane=0)",302
Ashy Ketchum,126,"WorldPoint(x=3135, y=3628, plane=0)",302
KAALEENKOSTO,106,"WorldPoint(x=3072, y=3576, plane=0)",302
owww yes,108,"WorldPoint(x=3072, y=3576, plane=0)",302
Makarov xD,126,"WorldPoint(x=3072, y=3576, plane=0)",302
The Girl,78,"WorldPoint(x=3072, y=3576, plane=0)",302
EthanJ8,103,"WorldPoint(x=3135, y=3625, plane=0)",302
N imue,92,"WorldPoint(x=3136, y=3627, plane=0)",302
geffen94,118,"WorldPoint(x=3141, y=3630, plane=0)",302
intPatrick,85,"WorldPoint(x=3140, y=3631, plane=0)",302
5o_O,80,"WorldPoint(x=3133, y=3628, plane=0)",302
Black_Vil,108,"WorldPoint(x=3134, y=3625, plane=0)",302
5o_O,80,"WorldPoint(x=3133, y=3628, plane=0)",302
Black_Vil,108,"WorldPoint(x=3134, y=3625, plane=0)",302
Ad Break,100,"WorldPoint(x=3136, y=3629, plane=0)",302
Ad Break,100,"WorldPoint(x=3136, y=3629, plane=0)",302
Tiny Touches,70,"WorldPoint(x=3132, y=3627, plane=0)",302
geffen94,118,"WorldPoint(x=3129, y=3635, plane=0)",302
Tiny Touches,70,"WorldPoint(x=3132, y=3627, plane=0)",302
Ad Break,100,"WorldPoint(x=3130, y=3629, plane=0)",302
Mike Geary,91,"WorldPoint(x=3135, y=3627, plane=0)",302
Mike Geary,91,"WorldPoint(x=3135, y=3627, plane=0)",302
ultrafailz,126,"WorldPoint(x=3135, y=3629, plane=0)",302
ultrafailz,126,"WorldPoint(x=3135, y=3629, plane=0)",302
Mike Geary,91,"WorldPoint(x=3135, y=3627, plane=0)",302
Mike Geary,91,"WorldPoint(x=3135, y=3627, plane=0)",302
Russia suck2,97,"WorldPoint(x=3145, y=3630, plane=0)",302
ultrafailz,126,"WorldPoint(x=3135, y=3629, plane=0)",302
P O T R I X,94,"WorldPoint(x=3148, y=3630, plane=0)",302
SMZG,125,"WorldPoint(x=3135, y=3625, plane=0)",302
SMZG,125,"WorldPoint(x=3135, y=3625, plane=0)",302
Holyahrim755,95,"WorldPoint(x=3133, y=3629, plane=0)",302
Holyahrim755,95,"WorldPoint(x=3133, y=3629, plane=0)",302
BYVV,91,"WorldPoint(x=3133, y=3628, plane=0)",302
BYVV,91,"WorldPoint(x=3133, y=3628, plane=0)",302
TuffGuy,85,"WorldPoint(x=3135, y=3626, plane=0)",302
Russia suck2,97,"WorldPoint(x=3072, y=3576, plane=0)",302
Tiny Touches,70,"WorldPoint(x=3072, y=3576, plane=0)",302
TuffGuy,85,"WorldPoint(x=3135, y=3626, plane=0)",302
Russia suck2,97,"WorldPoint(x=3133, y=3633, plane=0)",302
Tiny Touches,70,"WorldPoint(x=3134, y=3625, plane=0)",302
P O T R I X,94,"WorldPoint(x=3072, y=3576, plane=0)",302
Tiny Touches,70,"WorldPoint(x=3134, y=3625, plane=0)",302
P O T R I X,94,"WorldPoint(x=3128, y=3629, plane=0)",302
TuffGuy,85,"WorldPoint(x=3131, y=3628, plane=0)",302
Russia suck2,97,"WorldPoint(x=3130, y=3631, plane=0)",302
Mike Geary,91,"WorldPoint(x=3130, y=3630, plane=0)",302
range lord,101,"WorldPoint(x=3135, y=3628, plane=0)",302
N imue,92,"WorldPoint(x=3072, y=3576, plane=0)",302
range lord,101,"WorldPoint(x=3135, y=3628, plane=0)",302
N imue,92,"WorldPoint(x=3133, y=3627, plane=0)",302
N imue,92,"WorldPoint(x=3133, y=3627, plane=0)",302
N imue,92,"WorldPoint(x=3131, y=3628, plane=0)",302
Wolflike,61,"WorldPoint(x=3135, y=3629, plane=0)",302
Wolflike,61,"WorldPoint(x=3135, y=3629, plane=0)",302
P O T R I X,94,"WorldPoint(x=3130, y=3631, plane=0)",302
Unpure Pure,58,"WorldPoint(x=3134, y=3631, plane=0)",302
madamcruella,77,"WorldPoint(x=3135, y=3627, plane=0)",302
Darookescons,40,"WorldPoint(x=3088, y=3570, plane=0)",302
Darookescons,40,"WorldPoint(x=3040, y=3496, plane=0)",302
Gummyssb,60,"WorldPoint(x=3108, y=3544, plane=0)",305
Gummyssb,60,"WorldPoint(x=3104, y=3556, plane=0)",305
XxNEUTROTISx,90,"WorldPoint(x=3108, y=3545, plane=0)",305
Fittvar,91,"WorldPoint(x=3108, y=3545, plane=0)",305
Lost Revelry,115,"WorldPoint(x=3108, y=3545, plane=0)",305
Lost Revelry,115,"WorldPoint(x=3105, y=3557, plane=0)",305
Lost Revelry,115,"WorldPoint(x=3105, y=3557, plane=0)",305
Lost Revelry,115,"WorldPoint(x=3104, y=3557, plane=0)",305
THEQUEENL0V3,94,"WorldPoint(x=3109, y=3541, plane=0)",305
THEQUEENL0V3,94,"WorldPoint(x=3056, y=3504, plane=0)",305
coromoto13,69,"WorldPoint(x=3104, y=3543, plane=0)",490
ytdrthr,3,"WorldPoint(x=3109, y=3499, plane=0)",307
111000333444,46,"WorldPoint(x=3109, y=3499, plane=0)",307
yujfdy,3,"WorldPoint(x=3109, y=3499, plane=0)",307
hdrtdt,3,"WorldPoint(x=3109, y=3499, plane=0)",307
22Jobee,94,"WorldPoint(x=3109, y=3499, plane=0)",307
CannoliShark,77,"WorldPoint(x=3109, y=3499, plane=0)",307
Sinscore,100,"WorldPoint(x=3109, y=3499, plane=0)",307
XxSinbad_121,61,"WorldPoint(x=3109, y=3499, plane=0)",307
TopkaSmith,3,"WorldPoint(x=3109, y=3499, plane=0)",307
hdrthdtr,3,"WorldPoint(x=3109, y=3499, plane=0)",307
Lightriyl980,34,"WorldPoint(x=3109, y=3499, plane=0)",307
yujftyj,3,"WorldPoint(x=3109, y=3499, plane=0)",307
gbsrtghs,3,"WorldPoint(x=3109, y=3499, plane=0)",307
ghdtyj,3,"WorldPoint(x=3109, y=3499, plane=0)",307
ThePointyEnd,99,"WorldPoint(x=3109, y=3499, plane=0)",307
gsrtgser,3,"WorldPoint(x=3097, y=3496, plane=0)",307
Axe Rain 242,3,"WorldPoint(x=3103, y=3498, plane=0)",307
Your My Sonn,112,"WorldPoint(x=3097, y=3496, plane=0)",307
HEHE FINGY,47,"WorldPoint(x=3096, y=3494, plane=0)",307
Mecate1919,110,"WorldPoint(x=3098, y=3494, plane=0)",307
gsdrthrt,3,"WorldPoint(x=3098, y=3494, plane=0)",307
Peep XIV,126,"WorldPoint(x=3094, y=3491, plane=0)",307
TurttleTutt,73,"WorldPoint(x=3086, y=3479, plane=0)",307
jhydfty,3,"WorldPoint(x=3111, y=3507, plane=0)",307
MckE_Tungs,83,"WorldPoint(x=3081, y=3502, plane=0)",307
raging_0,87,"WorldPoint(x=3110, y=3495, plane=0)",307
kiidney,69,"WorldPoint(x=3238, y=3771, plane=0)",320
imkinggg,124,"WorldPoint(x=3283, y=3922, plane=0)",320
SlawBunnies8,63,"WorldPoint(x=3240, y=3888, plane=0)",512
Chicky Rice,100,"WorldPoint(x=2956, y=3821, plane=0)",336
Znorf,115,"WorldPoint(x=2957, y=3820, plane=0)",336
LMS Warlord,112,"WorldPoint(x=2962, y=3812, plane=0)",336
AnneliAukko,124,"WorldPoint(x=2962, y=3811, plane=0)",336
AnneliAukko,124,"WorldPoint(x=2962, y=3811, plane=0)",336
AnneliAukko,124,"WorldPoint(x=2962, y=3811, plane=0)",336
LMS Warlord,112,"WorldPoint(x=2962, y=3812, plane=0)",336
LMS Warlord,112,"WorldPoint(x=2962, y=3812, plane=0)",336
AnneliAukko,124,"WorldPoint(x=2904, y=3776, plane=0)",336
AnneliAukko,124,"WorldPoint(x=2962, y=3811, plane=0)",336
LMS Warlord,112,"WorldPoint(x=2962, y=3812, plane=0)",336
AnneliAukko,124,"WorldPoint(x=2962, y=3811, plane=0)",336
2 Acute,80,"WorldPoint(x=2952, y=3819, plane=0)",336
LMS Warlord,112,"WorldPoint(x=2962, y=3812, plane=0)",336
AnneliAukko,124,"WorldPoint(x=2962, y=3809, plane=0)",336
AnneliAukko,124,"WorldPoint(x=2962, y=3808, plane=0)",336
AnneliAukko,124,"WorldPoint(x=2962, y=3808, plane=0)",336
Znorf,115,"WorldPoint(x=2957, y=3820, plane=0)",336
LMS Warlord,112,"WorldPoint(x=2962, y=3812, plane=0)",336
2 Acute,80,"WorldPoint(x=2952, y=3819, plane=0)",336
LMS Warlord,112,"WorldPoint(x=2962, y=3812, plane=0)",336
AnneliAukko,124,"WorldPoint(x=2962, y=3808, plane=0)",336
LMS Warlord,112,"WorldPoint(x=2962, y=3810, plane=0)",336
AnneliAukko,124,"WorldPoint(x=2962, y=3808, plane=0)",336
Znorf,115,"WorldPoint(x=2957, y=3820, plane=0)",336
AnneliAukko,124,"WorldPoint(x=2962, y=3808, plane=0)",336
LMS Warlord,112,"WorldPoint(x=2962, y=3810, plane=0)",336
TheIronSeven,37,"WorldPoint(x=2968, y=3904, plane=0)",505
Cmakavan,62,"WorldPoint(x=3006, y=3960, plane=0)",350
Ambipom,126,"WorldPoint(x=3298, y=3670, plane=0)",302
Hunt Femboys,41,"WorldPoint(x=3296, y=3667, plane=0)",559
Hunt Femboys,41,"WorldPoint(x=3296, y=3667, plane=0)",559
Hunt Femboys,41,"WorldPoint(x=3296, y=3671, plane=0)",559
Hunt Femboys,41,"WorldPoint(x=3297, y=3674, plane=0)",559
Hunt Femboys,41,"WorldPoint(x=3297, y=3674, plane=0)",559
Kraken202pk,126,"WorldPoint(x=3130, y=3631, plane=0)",317
Reb2662,91,"WorldPoint(x=3136, y=3629, plane=0)",317
Reb2662,91,"WorldPoint(x=3129, y=3635, plane=0)",317
Wolflike,61,"WorldPoint(x=3128, y=3627, plane=0)",302
brid_laden69,101,"WorldPoint(x=3136, y=3629, plane=0)",302
niuskasther,97,"WorldPoint(x=3130, y=3631, plane=0)",302
YAYA90lomina,105,"WorldPoint(x=3130, y=3631, plane=0)",302
Dsperrs,91,"WorldPoint(x=3134, y=3629, plane=0)",302
Skymaster218,93,"WorldPoint(x=3135, y=3629, plane=0)",302
Tyrannism,126,"WorldPoint(x=3134, y=3626, plane=0)",302
Tyrannism,126,"WorldPoint(x=3134, y=3626, plane=0)",302
MiCombo,92,"WorldPoint(x=3135, y=3628, plane=0)",302
MiCombo,92,"WorldPoint(x=3135, y=3628, plane=0)",302
NIETT BARKIE,87,"WorldPoint(x=3132, y=3627, plane=0)",302
egg n chip,76,"WorldPoint(x=3149, y=3634, plane=0)",302
TURN Me Up P,106,"WorldPoint(x=3096, y=3638, plane=0)",302
TURN Me Up P,106,"WorldPoint(x=3095, y=3642, plane=0)",302
TURN Me Up P,106,"WorldPoint(x=3144, y=10008, plane=0)",302
Zaryte Weed,111,"WorldPoint(x=3199, y=10058, plane=0)",305
Sololota,77,"WorldPoint(x=3216, y=10080, plane=0)",445
Ratao,106,"WorldPoint(x=3201, y=10069, plane=0)",481
Doubt1588,40,"WorldPoint(x=3204, y=10074, plane=0)",482
Doubt1588,40,"WorldPoint(x=3203, y=10075, plane=0)",482
Doubt1588,40,"WorldPoint(x=3202, y=10076, plane=0)",482
Doubt1588,40,"WorldPoint(x=3202, y=10076, plane=0)",482
Doubt1588,40,"WorldPoint(x=3202, y=10071, plane=0)",482
llezub,103,"WorldPoint(x=3204, y=10070, plane=0)",480
startfrom3,117,"WorldPoint(x=3200, y=10074, plane=0)",480
TzBlackJack,92,"WorldPoint(x=3199, y=10058, plane=0)",477
Zaryte Crsbo,87,"WorldPoint(x=3204, y=10080, plane=0)",505
Zaryte Crsbo,87,"WorldPoint(x=3204, y=10080, plane=0)",505
Zaryte Crsbo,87,"WorldPoint(x=3205, y=10081, plane=0)",505
SAIT AMA,47,"WorldPoint(x=3229, y=10067, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3229, y=10067, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3227, y=10067, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3227, y=10067, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3227, y=10067, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3227, y=10067, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3227, y=10067, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3227, y=10067, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3227, y=10067, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3217, y=10062, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3215, y=10060, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3211, y=10060, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3032, y=3600, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3085, y=3656, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3144, y=10008, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3144, y=10008, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3199, y=10057, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3199, y=10057, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3199, y=10057, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3199, y=10057, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3032, y=3608, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3095, y=3654, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3076, y=3662, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3074, y=3663, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3072, y=3663, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3072, y=3663, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3144, y=10008, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3199, y=10058, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3032, y=3608, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3087, y=3656, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3083, y=3656, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3144, y=10008, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3032, y=3608, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3032, y=3608, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3101, y=3649, plane=0)",513
Chissarra,44,"WorldPoint(x=3129, y=3635, plane=0)",513
sP1CEm4N,101,"WorldPoint(x=3130, y=3631, plane=0)",513
Dro3f,120,"WorldPoint(x=3130, y=3631, plane=0)",513
mercurio01,110,"WorldPoint(x=3130, y=3631, plane=0)",513
SAIT AMA,47,"WorldPoint(x=3032, y=3608, plane=0)",513
Fe ndrs,107,"WorldPoint(x=3128, y=3628, plane=0)",514
NEWTROOOOST,97,"WorldPoint(x=3129, y=3630, plane=0)",514
Jrdt,125,"WorldPoint(x=3130, y=3631, plane=0)",514
IronPate123,103,"WorldPoint(x=3130, y=3631, plane=0)",514
Fe ndrs,107,"WorldPoint(x=3128, y=3628, plane=0)",514
Poordutchman,123,"WorldPoint(x=3215, y=10091, plane=0)",515
Whaleeeee,112,"WorldPoint(x=3212, y=10091, plane=0)",515
Whaleeeee,112,"WorldPoint(x=3212, y=10091, plane=0)",515
Whaleeeee,112,"WorldPoint(x=3160, y=10016, plane=0)",515
Whaleeeee,112,"WorldPoint(x=3212, y=10091, plane=0)",515
PRO_GGRAMED,107,"WorldPoint(x=3219, y=10091, plane=0)",515
Whaleeeee,112,"WorldPoint(x=3218, y=10091, plane=0)",515
PRO_GGRAMED,107,"WorldPoint(x=3220, y=10086, plane=0)",515
Whaleeeee,112,"WorldPoint(x=3219, y=10089, plane=0)",515
Whaleeeee,112,"WorldPoint(x=3219, y=10089, plane=0)",515
Whaleeeee,112,"WorldPoint(x=3219, y=10089, plane=0)",515
PRO_GGRAMED,107,"WorldPoint(x=3220, y=10084, plane=0)",515
KillerHydra0,104,"WorldPoint(x=3160, y=10016, plane=0)",515
PRO_GGRAMED,107,"WorldPoint(x=3220, y=10088, plane=0)",515
L i i,68,"WorldPoint(x=3215, y=10091, plane=0)",516
EDIKAISERR,123,"WorldPoint(x=3219, y=10062, plane=0)",521
New_Vision22,72,"WorldPoint(x=3201, y=10056, plane=0)",388
javi8299397,121,"WorldPoint(x=3200, y=10072, plane=0)",360
MenloBah,58,"WorldPoint(x=3209, y=10061, plane=0)",513
SnipeyGurl,97,"WorldPoint(x=3200, y=10060, plane=0)",480
Sororoca,126,"WorldPoint(x=3160, y=10008, plane=0)",523
Sororoca,126,"WorldPoint(x=3201, y=10056, plane=0)",523
MenloBah,58,"WorldPoint(x=3209, y=10061, plane=0)",523
MarioSuarez5,124,"WorldPoint(x=3160, y=10008, plane=0)",523
MarioSuarez5,124,"WorldPoint(x=3200, y=10060, plane=0)",523
MenloBah,58,"WorldPoint(x=3215, y=10060, plane=0)",523
MenloBah,58,"WorldPoint(x=3217, y=10063, plane=0)",523
MenloBah,58,"WorldPoint(x=3214, y=10060, plane=0)",523
MenloBah,58,"WorldPoint(x=3212, y=10060, plane=0)",523
Sororoca,126,"WorldPoint(x=3160, y=10008, plane=0)",523
Sororoca,126,"WorldPoint(x=3199, y=10058, plane=0)",523
MarioSuarez5,124,"WorldPoint(x=3160, y=10008, plane=0)",523
Sororoca,126,"WorldPoint(x=3200, y=10060, plane=0)",523
MenloBah,58,"WorldPoint(x=3208, y=10060, plane=0)",523
MarioSuarez5,124,"WorldPoint(x=3199, y=10058, plane=0)",523
MenloBah,58,"WorldPoint(x=3208, y=10060, plane=0)",523
MenloBah,58,"WorldPoint(x=3208, y=10060, plane=0)",523
MenloBah,58,"WorldPoint(x=3208, y=10060, plane=0)",523
MenloBah,58,"WorldPoint(x=3208, y=10060, plane=0)",523
MenloBah,58,"WorldPoint(x=3032, y=3608, plane=0)",523
MenloBah,58,"WorldPoint(x=3087, y=3656, plane=0)",523
MarioSuarez5,124,"WorldPoint(x=3032, y=3608, plane=0)",523
MenloBah,58,"WorldPoint(x=3087, y=3656, plane=0)",523
MarioSuarez5,124,"WorldPoint(x=3064, y=3648, plane=0)",523
MenloBah,58,"WorldPoint(x=3084, y=3654, plane=0)",523
Sororoca,126,"WorldPoint(x=3032, y=3608, plane=0)",523
Sororoca,126,"WorldPoint(x=3061, y=3655, plane=0)",523
Veronilson,107,"WorldPoint(x=3061, y=3654, plane=0)",523
MenloBah,58,"WorldPoint(x=3144, y=10008, plane=0)",523
MenloBah,58,"WorldPoint(x=3197, y=10056, plane=0)",523
MenloBah,58,"WorldPoint(x=3199, y=10058, plane=0)",523
Sororoca,126,"WorldPoint(x=3032, y=3608, plane=0)",523
Sororoca,126,"WorldPoint(x=3075, y=3651, plane=0)",523
MenloBah,58,"WorldPoint(x=3032, y=3608, plane=0)",523
MenloBah,58,"WorldPoint(x=3087, y=3655, plane=0)",523
MenloBah,58,"WorldPoint(x=3094, y=3653, plane=0)",523
MenloBah,58,"WorldPoint(x=3100, y=3653, plane=0)",523
MenloBah,58,"WorldPoint(x=3104, y=3653, plane=0)",523
MenloBah,58,"WorldPoint(x=3106, y=3652, plane=0)",523
MenloBah,58,"WorldPoint(x=3108, y=3650, plane=0)",523
MenloBah,58,"WorldPoint(x=3110, y=3650, plane=0)",523
MenloBah,58,"WorldPoint(x=3110, y=3648, plane=0)",523
MenloBah,58,"WorldPoint(x=3110, y=3648, plane=0)",523
MenloBah,58,"WorldPoint(x=3110, y=3648, plane=0)",523
MenloBah,58,"WorldPoint(x=3110, y=3648, plane=0)",523
MarioSuarez5,124,"WorldPoint(x=3032, y=3608, plane=0)",523
MarioSuarez5,124,"WorldPoint(x=3128, y=3629, plane=0)",523
Veronilson,107,"WorldPoint(x=3032, y=3608, plane=0)",523
Toxic Table,74,"WorldPoint(x=3130, y=3631, plane=0)",523
taix pk,118,"WorldPoint(x=3130, y=3631, plane=0)",523
Veronilson,107,"WorldPoint(x=3130, y=3631, plane=0)",523
MenloBah,58,"WorldPoint(x=3112, y=3644, plane=0)",523
MenloBah,58,"WorldPoint(x=3116, y=3641, plane=0)",523
MenloBah,58,"WorldPoint(x=3117, y=3639, plane=0)",523
MenloBah,58,"WorldPoint(x=3116, y=3639, plane=0)",523
Sororoca,126,"WorldPoint(x=3032, y=3608, plane=0)",523
Sororoca,126,"WorldPoint(x=3132, y=3629, plane=0)",523
MenloBah,58,"WorldPoint(x=3117, y=3638, plane=0)",523
MenloBah,58,"WorldPoint(x=3118, y=3637, plane=0)",523
MarioSuarez5,124,"WorldPoint(x=3124, y=3629, plane=0)",523
MenloBah,58,"WorldPoint(x=3118, y=3637, plane=0)",523
MenloBah,58,"WorldPoint(x=3118, y=3637, plane=0)",523
EL JOCKER PK,97,"WorldPoint(x=3133, y=3629, plane=0)",523
elgladitor,116,"WorldPoint(x=3132, y=3630, plane=0)",523
MenloBah,58,"WorldPoint(x=3117, y=3637, plane=0)",523
MenloBah,58,"WorldPoint(x=3118, y=3632, plane=0)",523
MenloBah,58,"WorldPoint(x=3118, y=3630, plane=0)",523
MenloBah,58,"WorldPoint(x=3118, y=3630, plane=0)",523
MenloBah,58,"WorldPoint(x=3118, y=3630, plane=0)",523
S0P3RMAN,61,"WorldPoint(x=3211, y=3220, plane=1)",523
MenloBah,58,"WorldPoint(x=3096, y=3584, plane=0)",523
MenloBah,58,"WorldPoint(x=3136, y=3629, plane=0)",523
8 0 4,104,"WorldPoint(x=3151, y=3635, plane=0)",523
Zelhoo,56,"WorldPoint(x=3151, y=3636, plane=0)",523
Toxic Table,74,"WorldPoint(x=3096, y=3584, plane=0)",523
elgladitor,116,"WorldPoint(x=3096, y=3584, plane=0)",523
elgladitor,116,"WorldPoint(x=3130, y=3631, plane=0)",523
MenloBah,58,"WorldPoint(x=3096, y=3584, plane=0)",523
MenloBah,58,"WorldPoint(x=3123, y=3629, plane=0)",523
8 0 4,104,"WorldPoint(x=3096, y=3584, plane=0)",523
BROllY INC,93,"WorldPoint(x=3138, y=3629, plane=0)",523
Zelhoo,56,"WorldPoint(x=3096, y=3584, plane=0)",523
Zelhoo,56,"WorldPoint(x=3139, y=3629, plane=0)",523
Zelhoo,56,"WorldPoint(x=3096, y=3584, plane=0)",523
Zelhoo,56,"WorldPoint(x=3144, y=3630, plane=0)",523
